Region,Season,Production Volume (Tonnes),Cultivated Area (Hectares),Yield (kg/ha),Irrigation Coverage (%),Seed Type,Fertilizer Usage (kg/ha),Pesticide Usage (L/ha),Storage Availability,Rainfall (mm),Temperature (°C),Humidity (%),Labor Availability,Wholesale Price (₹/kg),Retail Price (₹/kg),Domestic Consumption (Tonnes),Export Volume (Tonnes),Processing Demand (Tonnes),Transportation Cost (₹/tonne)
Madhya Pradesh,Rabi,15051,2775,7540,70,Hybrid,293,4,Cold,134,24,50,200,14,23,335334,7799,10705,969
Uttar Pradesh,Rabi,24255,1622,8192,87,Hybrid,288,5,General,145,29,54,164,18,25,276357,7925,11490,999
West Bengal,Rabi,16414,2550,8260,90,Non-Hybrid,251,4,General,150,25,51,172,16,28,385699,11343,14345,997
Karnataka,Rabi,14459,2980,7882,95,Non-Hybrid,209,6,General,173,26,67,181,16,27,323273,5538,10153,1137
Maharashtra,Rabi,22243,1792,6099,87,Hybrid,255,6,Cold,168,27,59,145,16,30,392117,8866,10523,1068
Uttar Pradesh,Rabi,11573,1226,6834,85,Hybrid,290,6,General,80,25,73,131,19,28,387852,10469,10392,1124
Karnataka,Rabi,22885,2008,6482,95,Hybrid,253,5,Cold,162,27,53,153,18,29,270239,11751,13034,965
Tamil Nadu,Rabi,16049,1348,6383,79,Hybrid,289,7,General,129,27,56,101,18,26,391580,8203,9783,1086
Punjab,Rabi,16151,1899,6593,77,Hybrid,228,7,Cold,136,24,61,128,16,23,370844,6377,14034,943
Punjab,Kharif,18966,1976,6051,64,Hybrid,214,6,General,97,25,75,164,13,30,378513,8486,8987,968
Madhya Pradesh,Rabi,19928,2549,6698,93,Non-Hybrid,315,5,Cold,157,27,67,121,13,26,324782,6187,11294,953
Gujarat,Kharif,11673,1854,8113,91,Non-Hybrid,256,7,Cold,165,25,71,123,18,25,259632,5886,13345,951
Rajasthan,Rabi,21280,1641,8294,89,Non-Hybrid,273,5,Cold,163,26,52,146,13,23,318457,5210,8297,1017
Uttar Pradesh,Kharif,16708,2532,6672,76,Non-Hybrid,260,7,Cold,80,27,74,161,19,28,286714,8482,9893,978
Uttar Pradesh,Kharif,16907,1782,6346,76,Hybrid,249,5,Cold,180,27,54,195,19,25,300523,7698,14986,1001
Punjab,Rabi,24797,2449,7008,85,Hybrid,280,7,Cold,133,30,70,127,17,21,288555,8167,10356,1150
Rajasthan,Kharif,18641,1548,7131,61,Hybrid,293,5,Cold,83,29,54,165,18,26,372903,6368,14610,1008
Madhya Pradesh,Kharif,19057,2659,7433,63,Hybrid,313,4,Cold,104,24,69,171,20,27,310901,7631,12793,1088
Madhya Pradesh,Kharif,13603,1324,7007,75,Hybrid,310,6,General,149,28,68,158,16,22,267111,5968,11322,1010
Maharashtra,Kharif,14822,2721,7437,82,Hybrid,208,6,Cold,153,25,55,141,19,20,300624,8343,10394,1153
West Bengal,Kharif,14478,1803,6628,62,Hybrid,280,4,Cold,115,27,67,118,12,26,368825,10495,11601,996
Maharashtra,Rabi,12174,2588,6985,64,Non-Hybrid,214,7,General,137,25,75,171,19,25,263390,8050,14562,1016
Tamil Nadu,Kharif,11470,2406,6552,81,Non-Hybrid,263,5,Cold,116,27,60,139,12,29,264577,7633,14497,909
Andhra Pradesh,Rabi,20421,1646,6702,82,Hybrid,301,4,General,141,26,57,162,20,20,320900,9892,12821,1130
Gujarat,Rabi,14757,2153,7409,84,Non-Hybrid,299,5,General,173,30,54,163,13,27,298807,6865,10705,963
Punjab,Kharif,17782,2896,7406,65,Non-Hybrid,245,7,Cold,147,29,72,103,20,28,332794,6540,11123,1020
Maharashtra,Rabi,17887,2748,7544,88,Hybrid,259,5,General,101,26,66,117,14,27,330581,9819,13073,1074
Tamil Nadu,Rabi,14691,2069,7967,81,Hybrid,228,6,Cold,143,24,69,192,15,27,326659,5642,9476,1199
Uttar Pradesh,Kharif,20963,1600,6652,61,Non-Hybrid,298,6,General,106,27,64,163,18,25,317737,5449,12264,1189
West Bengal,Rabi,21782,2825,8264,76,Non-Hybrid,296,5,General,80,27,67,125,12,21,369615,7516,12346,1178
Maharashtra,Kharif,10853,2726,6399,94,Non-Hybrid,240,4,Cold,177,24,59,191,13,20,375837,11896,8271,1052
Uttar Pradesh,Rabi,12358,1538,8262,86,Hybrid,256,4,General,165,26,71,148,17,25,319951,5536,11559,1093
Punjab,Kharif,14426,1613,6067,72,Hybrid,302,4,General,97,29,51,177,14,22,335400,8542,8301,1014
Karnataka,Kharif,14219,1794,7013,85,Non-Hybrid,285,7,General,130,30,60,122,20,22,310377,10430,13329,1115
Madhya Pradesh,Kharif,12407,2480,6140,75,Non-Hybrid,212,6,Cold,107,26,69,187,19,26,258208,5337,13822,1109
Punjab,Rabi,16029,2161,6821,84,Hybrid,245,6,Cold,135,30,72,147,12,29,348742,5821,8882,958
Karnataka,Rabi,24463,1842,6703,85,Hybrid,224,6,General,127,25,59,141,12,22,346280,9870,10545,1034
Rajasthan,Rabi,18642,2562,6025,60,Non-Hybrid,242,4,General,97,30,73,128,20,28,289717,9634,9860,1156
Rajasthan,Rabi,18222,2251,7992,77,Hybrid,227,5,Cold,99,28,64,136,12,27,338169,7219,12730,1014
Uttar Pradesh,Kharif,23199,1349,6995,87,Hybrid,224,5,General,158,24,66,187,17,28,253325,5768,9008,1156
Madhya Pradesh,Rabi,14262,1846,7008,68,Non-Hybrid,308,6,General,135,26,59,200,18,29,399321,7949,14136,1123
Madhya Pradesh,Rabi,14494,2997,7784,92,Non-Hybrid,261,4,General,113,30,64,181,13,22,337923,7418,14910,1084
Karnataka,Rabi,16222,2297,6056,79,Non-Hybrid,226,6,Cold,147,28,58,175,15,27,259721,6874,8259,1166
Gujarat,Kharif,18082,1513,6511,89,Non-Hybrid,227,4,Cold,159,28,75,132,16,21,330975,7010,14234,1000
Rajasthan,Kharif,20051,2766,7466,79,Non-Hybrid,280,4,General,148,27,63,162,18,30,369651,8880,12752,987
Gujarat,Rabi,14930,1990,8080,95,Hybrid,316,4,Cold,86,26,68,186,16,29,398096,7103,12612,1040
Uttar Pradesh,Kharif,12851,2683,7436,72,Non-Hybrid,319,4,Cold,128,29,67,146,20,25,336170,7984,8398,960
Tamil Nadu,Kharif,22412,1874,7401,65,Non-Hybrid,247,6,Cold,131,26,63,169,19,28,345006,9044,10794,998
West Bengal,Kharif,14174,2008,8069,93,Non-Hybrid,225,5,Cold,135,26,60,179,20,20,380807,9895,14886,920
Punjab,Rabi,19391,1670,6262,77,Non-Hybrid,297,5,General,106,27,67,112,17,23,251354,7949,8512,958
Uttar Pradesh,Kharif,18915,2213,6920,87,Hybrid,263,5,Cold,84,29,66,132,13,22,361923,5011,12149,1022
Maharashtra,Kharif,16174,1496,8056,67,Hybrid,315,7,Cold,110,25,73,183,18,20,374790,7588,11164,930
Tamil Nadu,Kharif,24077,2735,6654,71,Non-Hybrid,246,4,General,120,25,74,183,14,29,314833,6449,8132,1001
Punjab,Kharif,16841,2709,7914,79,Hybrid,316,6,General,156,25,70,131,19,23,318857,7508,9220,1011
West Bengal,Kharif,12365,1521,7362,86,Non-Hybrid,233,6,Cold,169,27,62,156,15,26,311661,6949,10152,958
Punjab,Kharif,19910,1596,6917,72,Non-Hybrid,273,4,Cold,152,29,51,197,15,24,314128,8132,12499,1035
West Bengal,Kharif,19479,2725,7789,88,Hybrid,286,6,Cold,147,29,69,150,18,21,359269,5592,13961,948
Rajasthan,Rabi,14625,1834,6897,81,Hybrid,235,7,General,173,27,72,107,15,29,324402,7563,14876,1157
Madhya Pradesh,Rabi,20730,1332,6806,95,Non-Hybrid,308,7,Cold,83,25,53,178,15,27,386138,5849,12938,1113
Gujarat,Rabi,10773,2135,7771,87,Hybrid,269,6,General,121,24,50,100,13,24,379764,8832,12466,1025
Punjab,Kharif,11430,2254,8143,72,Non-Hybrid,280,4,Cold,100,28,66,199,18,21,297335,6698,13392,1031
Uttar Pradesh,Rabi,24946,1334,8015,94,Non-Hybrid,312,4,Cold,127,30,68,181,19,23,346759,10545,8945,1137
Andhra Pradesh,Kharif,14197,2211,7153,60,Non-Hybrid,207,7,General,150,28,71,132,18,27,328497,6310,12259,972
Maharashtra,Kharif,20332,2348,7187,74,Hybrid,293,4,Cold,170,28,58,148,14,28,339772,10800,8011,1103
Karnataka,Rabi,18945,2442,7651,81,Non-Hybrid,289,5,General,153,29,51,108,14,25,344999,8385,11340,1129
West Bengal,Rabi,23957,1675,7175,70,Non-Hybrid,254,6,Cold,136,29,51,129,18,21,390475,10380,14306,961
Gujarat,Rabi,15764,1729,6190,78,Hybrid,295,4,Cold,145,30,54,159,14,20,291205,6565,11160,977
Rajasthan,Kharif,17858,1442,6230,62,Non-Hybrid,316,7,Cold,175,26,59,142,19,27,393596,10649,11583,1114
Uttar Pradesh,Kharif,18141,2947,7431,65,Hybrid,228,7,General,130,29,67,116,14,28,368126,8716,12412,1166
Andhra Pradesh,Rabi,15349,1482,7630,68,Non-Hybrid,291,5,General,177,26,70,112,20,22,282852,11168,8489,960
Gujarat,Rabi,15811,1244,7587,90,Hybrid,220,6,Cold,176,29,70,167,20,22,280155,9137,8851,1148
Madhya Pradesh,Rabi,16015,1825,6438,62,Non-Hybrid,261,4,Cold,143,26,52,191,12,23,379548,8905,11324,1127
Punjab,Rabi,22934,2523,6812,67,Non-Hybrid,319,7,Cold,99,24,59,130,18,29,298367,5310,9044,960
Gujarat,Kharif,16481,1419,7465,80,Hybrid,280,4,Cold,158,28,62,151,14,23,369217,6656,10460,997
Uttar Pradesh,Kharif,16020,1258,6428,64,Non-Hybrid,216,7,Cold,113,24,52,101,18,27,314291,11139,13458,935
Uttar Pradesh,Kharif,21399,2798,6663,87,Hybrid,206,7,Cold,96,24,53,160,15,23,294225,6327,9029,1090
Gujarat,Rabi,17238,1754,6982,85,Hybrid,294,6,Cold,111,30,57,134,12,26,273367,7603,8390,1080
Andhra Pradesh,Rabi,13129,1327,7708,61,Non-Hybrid,259,7,Cold,120,27,58,175,15,28,322518,5186,10786,1174
Tamil Nadu,Kharif,18881,2810,6239,62,Non-Hybrid,234,7,Cold,113,28,67,116,20,29,376785,10945,9209,1017
Punjab,Rabi,22026,1460,6247,65,Hybrid,283,4,General,168,30,58,161,17,30,324213,11417,10122,1048
Gujarat,Rabi,22979,2074,7078,84,Hybrid,292,4,General,126,24,74,197,14,30,382597,9836,10804,911
Maharashtra,Kharif,10937,1647,6843,94,Hybrid,243,4,General,103,30,60,121,17,22,276773,6903,12771,998
West Bengal,Kharif,12673,2834,8287,77,Non-Hybrid,295,7,General,177,24,57,127,14,24,353691,5598,10202,959
Tamil Nadu,Rabi,13935,1768,8208,92,Non-Hybrid,280,5,Cold,154,27,64,170,17,25,348057,10879,12791,931
Tamil Nadu,Kharif,23288,2649,8296,94,Non-Hybrid,306,4,General,146,28,70,164,12,27,261129,8899,13425,1004
Karnataka,Kharif,11638,2033,7084,82,Hybrid,238,7,General,103,26,73,194,12,25,345857,6650,12275,1167
Tamil Nadu,Kharif,19492,2573,6589,62,Non-Hybrid,291,5,Cold,101,25,66,171,18,27,363755,5684,14011,917
Gujarat,Kharif,16396,1390,7546,69,Non-Hybrid,257,7,Cold,118,30,67,133,16,30,342654,6808,11843,1116
Karnataka,Kharif,15299,1970,6514,88,Hybrid,312,5,Cold,120,25,58,160,16,30,254554,6944,8561,929
Madhya Pradesh,Rabi,24899,1656,8327,63,Non-Hybrid,255,4,General,113,24,53,127,15,22,351165,6205,12048,947
Punjab,Rabi,24057,1856,6587,88,Non-Hybrid,200,5,Cold,97,28,74,142,17,22,276572,9391,12676,1049
Gujarat,Kharif,18341,2628,7286,74,Non-Hybrid,211,5,Cold,137,28,72,125,16,28,383658,11590,13230,994
West Bengal,Kharif,11085,1781,7782,89,Non-Hybrid,290,4,Cold,120,29,72,128,19,28,270146,10104,10016,1166
Uttar Pradesh,Rabi,14165,1731,7900,61,Non-Hybrid,211,7,Cold,124,29,57,117,19,23,288028,5108,13447,1054
Maharashtra,Rabi,12423,2883,6158,67,Hybrid,200,6,Cold,129,30,72,155,20,21,325349,10092,13659,1141
Gujarat,Rabi,12125,2214,8315,82,Hybrid,269,5,Cold,178,29,67,155,16,30,319398,6815,8876,985
Maharashtra,Rabi,21376,1422,7927,74,Hybrid,218,7,Cold,102,26,75,122,14,21,347662,10340,10947,988
Madhya Pradesh,Rabi,24761,2116,7026,64,Non-Hybrid,250,4,Cold,130,27,65,101,17,27,370587,7082,10405,1067
Gujarat,Rabi,23336,2672,6054,65,Hybrid,299,4,Cold,84,28,60,179,17,21,322833,9845,11340,1144
West Bengal,Rabi,22510,1832,7403,64,Hybrid,227,7,Cold,130,24,74,109,12,22,312632,5474,13594,1072
West Bengal,Rabi,19689,1959,6141,79,Non-Hybrid,212,6,General,93,28,65,163,15,20,269569,9784,10404,966
Tamil Nadu,Rabi,16605,1580,6283,67,Non-Hybrid,211,5,Cold,164,30,56,164,13,20,356426,7115,13954,907
Rajasthan,Kharif,20335,1578,7408,65,Hybrid,248,7,Cold,141,26,61,159,19,25,311354,6357,9878,999
Karnataka,Rabi,24145,2550,7064,74,Hybrid,304,7,General,173,24,65,146,12,20,336903,6546,11299,1151
Punjab,Kharif,19561,2400,7749,94,Non-Hybrid,249,4,General,82,26,58,108,16,21,295943,7928,8050,949
Uttar Pradesh,Rabi,19796,1819,7254,66,Hybrid,303,7,General,135,25,52,120,20,20,375544,7557,14409,1134
Rajasthan,Rabi,18756,2192,7450,71,Hybrid,307,4,General,128,29,70,138,15,29,335865,7287,10212,1117
Andhra Pradesh,Kharif,18631,1425,7269,62,Hybrid,296,4,Cold,176,29,72,183,12,26,268074,11144,8468,974
Maharashtra,Kharif,17401,2944,7020,70,Hybrid,222,5,Cold,97,25,61,130,13,27,380054,6372,12712,1070
Karnataka,Kharif,15526,1203,7480,73,Non-Hybrid,263,6,General,177,29,61,127,19,28,279179,7524,12966,953
Andhra Pradesh,Kharif,19861,1973,8230,88,Hybrid,201,5,Cold,84,28,71,158,20,25,369542,8526,14520,1065
West Bengal,Kharif,12179,2309,8064,71,Hybrid,220,4,Cold,180,28,64,183,12,22,391301,9489,12506,952
Madhya Pradesh,Kharif,13225,2419,6799,87,Hybrid,286,5,Cold,99,29,68,190,13,30,303373,5142,11892,1021
Madhya Pradesh,Kharif,18797,2730,6879,73,Hybrid,207,4,General,157,25,75,114,13,26,273461,6856,10538,970
Punjab,Kharif,17781,2870,7554,60,Non-Hybrid,236,5,Cold,169,26,65,171,12,20,327885,5333,10902,1018
Gujarat,Kharif,11078,2263,7361,68,Non-Hybrid,226,5,General,83,28,51,130,13,21,250857,5260,10937,917
Karnataka,Kharif,22340,2248,7917,95,Hybrid,290,7,General,92,27,55,108,16,21,376636,5272,11030,932
Rajasthan,Kharif,11363,2871,8029,70,Non-Hybrid,320,4,General,168,26,67,131,14,22,359452,7800,11251,1176
West Bengal,Kharif,15963,1208,7511,81,Hybrid,259,5,Cold,102,30,56,198,14,24,309055,6289,8122,1144
Punjab,Rabi,22204,1969,7596,63,Hybrid,248,5,Cold,175,25,69,191,18,25,305079,11427,11150,902
Maharashtra,Kharif,10344,2857,8224,85,Non-Hybrid,221,6,General,178,29,52,141,17,25,378065,7637,13183,956
West Bengal,Rabi,21794,2947,7117,80,Non-Hybrid,232,6,Cold,104,24,72,193,15,25,351043,10764,14835,1015
Punjab,Rabi,17870,1522,7496,67,Hybrid,251,7,General,132,28,55,142,13,23,381568,5528,11737,1066
Madhya Pradesh,Rabi,11085,1245,7898,61,Hybrid,240,4,Cold,102,24,68,153,16,28,286626,9953,11629,939
Tamil Nadu,Rabi,24443,1942,6342,79,Non-Hybrid,273,6,General,105,25,69,164,19,28,379408,11881,9067,1162
Maharashtra,Rabi,20782,1972,6257,93,Hybrid,266,5,General,120,29,66,139,14,21,332742,5749,11187,966
Rajasthan,Kharif,18788,2956,6521,87,Hybrid,231,7,General,117,28,67,165,18,26,297615,7181,10062,917
Karnataka,Kharif,23717,2731,6454,81,Hybrid,201,5,General,144,28,75,151,14,30,369655,10833,11661,1122
Gujarat,Kharif,14663,2410,6954,92,Non-Hybrid,228,6,Cold,92,30,62,198,12,30,286015,9550,11893,1160
West Bengal,Rabi,23735,2841,7750,66,Hybrid,206,5,General,141,27,54,112,12,25,299896,8154,9218,992
Maharashtra,Rabi,21867,1799,7047,95,Non-Hybrid,217,7,Cold,99,27,73,115,19,28,313075,10518,12017,1047
Uttar Pradesh,Kharif,19016,1312,8154,71,Hybrid,237,4,Cold,170,24,71,185,17,30,257927,9789,10194,1018
Rajasthan,Kharif,13215,2940,6603,86,Non-Hybrid,200,7,General,126,26,61,180,16,23,326401,8608,12260,1182
West Bengal,Kharif,16193,1836,6260,91,Hybrid,285,7,Cold,131,29,73,200,16,29,354144,11082,13979,915
Punjab,Rabi,23299,2224,8273,79,Non-Hybrid,259,7,General,169,25,60,106,18,25,346402,9097,12132,958
Tamil Nadu,Kharif,13988,1871,7246,91,Non-Hybrid,226,7,Cold,170,28,68,118,17,23,397950,8412,11095,1174
West Bengal,Kharif,23623,2634,8005,61,Hybrid,296,5,Cold,106,28,75,118,13,28,364091,8439,14072,932
Tamil Nadu,Kharif,15488,1502,6648,91,Hybrid,307,6,Cold,168,29,63,138,20,22,345675,11055,11661,946
Punjab,Kharif,24752,1487,7048,76,Non-Hybrid,247,6,Cold,170,30,57,163,14,25,342853,11843,9610,1044
Tamil Nadu,Rabi,22330,1369,7619,88,Non-Hybrid,205,4,General,141,29,51,133,17,20,369698,9601,14269,1049
West Bengal,Kharif,22968,2503,6880,64,Non-Hybrid,253,5,Cold,84,29,64,148,19,25,322397,5247,13298,1189
Uttar Pradesh,Rabi,16932,2872,7209,81,Non-Hybrid,201,5,General,157,24,62,120,20,27,273965,5300,8647,915
Punjab,Kharif,10421,2541,7228,69,Hybrid,226,4,Cold,104,24,54,134,19,30,310403,8230,12845,1101
Maharashtra,Rabi,22382,2635,6958,64,Hybrid,253,6,General,156,30,62,130,16,24,359463,11788,9335,1088
Gujarat,Kharif,24616,2904,7433,92,Hybrid,246,4,General,127,30,59,199,16,29,333689,9469,13994,966
Punjab,Rabi,14898,2252,7766,75,Hybrid,239,6,General,123,27,71,135,19,26,260302,10914,10288,938
Maharashtra,Kharif,22598,2431,6858,93,Non-Hybrid,251,5,General,82,25,65,102,16,28,363400,11488,10394,1167
Maharashtra,Kharif,19206,2230,6920,93,Hybrid,263,6,Cold,96,25,56,119,13,26,327033,11114,9474,919
Andhra Pradesh,Rabi,15058,2358,7327,82,Hybrid,295,4,General,166,29,55,160,17,29,398478,9356,12723,970
Madhya Pradesh,Kharif,12883,2933,6703,89,Non-Hybrid,300,7,Cold,110,28,52,110,12,26,362133,8047,12483,938
Uttar Pradesh,Kharif,19893,1886,6718,70,Hybrid,246,6,General,172,25,67,157,19,20,316007,5050,11144,942
Punjab,Rabi,10385,2674,6260,69,Non-Hybrid,251,5,General,178,24,72,175,16,25,282838,6290,12780,1003
Karnataka,Kharif,16982,2478,8239,62,Hybrid,306,4,General,89,27,50,167,17,21,315598,7401,12174,1104
Andhra Pradesh,Kharif,10384,2720,6989,92,Non-Hybrid,261,5,Cold,123,30,75,166,16,25,310062,9984,9707,976
Karnataka,Kharif,17953,1242,7107,67,Hybrid,299,5,General,165,26,52,145,19,25,365324,9189,10474,1187
West Bengal,Rabi,24745,1775,7842,92,Hybrid,202,7,Cold,158,30,67,135,13,23,302712,5246,13522,1112
Madhya Pradesh,Rabi,20620,1584,6414,73,Non-Hybrid,238,4,Cold,82,24,50,182,17,27,264047,6935,12824,1089
Maharashtra,Kharif,20339,2668,7554,82,Non-Hybrid,225,7,Cold,99,27,68,193,16,27,331986,10168,9886,1140
West Bengal,Kharif,15623,1639,7642,75,Non-Hybrid,243,6,General,133,26,51,157,15,29,328659,6063,9523,1193
West Bengal,Rabi,23558,2053,6216,60,Hybrid,236,4,Cold,126,25,74,166,12,20,260850,10669,13041,1013
Punjab,Kharif,12019,2288,8054,72,Hybrid,203,4,General,166,26,54,146,16,20,258402,5453,14486,903
Rajasthan,Kharif,14990,1519,7281,84,Non-Hybrid,256,7,Cold,153,30,60,161,20,28,367219,11361,11293,1110
Gujarat,Rabi,12105,1500,7158,68,Non-Hybrid,285,5,Cold,98,25,55,107,20,27,305605,9149,11814,1170
Punjab,Kharif,18376,1790,7141,61,Hybrid,299,6,General,150,26,73,124,18,26,358466,7628,14492,1195
Andhra Pradesh,Kharif,17323,2875,6135,62,Hybrid,308,7,General,99,28,64,141,12,27,380458,8290,9073,1073
Maharashtra,Kharif,17334,2567,8139,87,Non-Hybrid,251,7,General,109,26,67,189,15,20,287698,8716,11578,1134
West Bengal,Rabi,15753,2042,6856,75,Non-Hybrid,310,7,General,82,24,71,151,18,27,371990,11953,14727,908
Rajasthan,Kharif,16904,1749,6863,65,Hybrid,310,5,Cold,140,27,58,193,12,25,393257,6247,9901,1033
Karnataka,Rabi,18190,2281,7087,89,Non-Hybrid,317,7,Cold,148,29,73,102,13,25,391689,9359,8599,1009
Maharashtra,Kharif,20933,2256,7629,91,Non-Hybrid,254,7,Cold,167,26,71,192,16,25,258154,7673,12832,1180
Rajasthan,Rabi,15431,1279,6297,68,Hybrid,244,5,General,114,24,63,105,18,27,281109,5505,11844,991
Punjab,Rabi,15604,1861,6424,92,Non-Hybrid,249,7,Cold,165,24,71,144,20,26,273986,8607,8066,1164
Uttar Pradesh,Rabi,12860,1519,6031,67,Non-Hybrid,301,5,Cold,122,26,55,161,19,24,344071,7387,13303,1136
Karnataka,Kharif,23588,1447,7578,64,Non-Hybrid,254,4,Cold,164,24,65,112,16,21,331190,8377,10277,1142
Rajasthan,Kharif,17264,1774,6012,60,Non-Hybrid,297,5,General,166,28,73,126,14,30,282237,8452,12210,935
Tamil Nadu,Rabi,19483,1949,6365,75,Hybrid,217,6,Cold,140,29,59,172,16,28,302151,9042,11858,1121
Uttar Pradesh,Kharif,12694,2047,6285,77,Hybrid,241,7,General,151,30,65,132,16,22,387149,6962,11684,1092
Madhya Pradesh,Kharif,20190,2661,6466,89,Hybrid,247,5,General,163,26,73,198,16,25,286593,8717,14549,1076
Karnataka,Rabi,11095,2550,7077,74,Non-Hybrid,223,7,General,99,26,54,125,20,20,289046,5826,11425,1156
Punjab,Rabi,23636,2628,7573,66,Non-Hybrid,287,6,General,158,28,61,197,12,27,328958,10064,9859,1019
Madhya Pradesh,Rabi,10447,2327,7019,80,Hybrid,307,5,General,99,25,63,142,19,20,261950,6526,11020,1058
West Bengal,Kharif,11373,2090,6743,95,Non-Hybrid,220,4,General,93,29,65,124,18,20,386387,5079,11381,977
West Bengal,Rabi,17053,2312,6143,80,Hybrid,319,4,General,86,28,65,144,18,23,380436,8301,9627,939
Karnataka,Kharif,23986,2534,7601,77,Non-Hybrid,265,5,Cold,138,25,61,174,17,22,301724,8167,8010,1012
Punjab,Rabi,23663,2616,8113,62,Non-Hybrid,287,6,General,82,30,73,158,20,26,302153,6820,13803,957
Andhra Pradesh,Kharif,17387,2901,7038,67,Non-Hybrid,273,6,General,158,29,56,176,15,28,298738,6533,14204,912
Andhra Pradesh,Kharif,16849,1267,7108,92,Hybrid,226,5,Cold,149,27,54,178,19,22,388540,6288,8359,1171
Madhya Pradesh,Kharif,20007,2623,8030,95,Non-Hybrid,275,4,Cold,133,24,63,195,18,26,348817,11968,13234,1147
Karnataka,Rabi,16712,2019,6651,75,Non-Hybrid,283,6,Cold,132,25,72,200,12,25,366791,9721,9757,1070
Punjab,Rabi,17485,1742,6804,92,Non-Hybrid,302,4,General,169,24,65,156,17,25,255076,11225,14108,1181
Gujarat,Kharif,11459,1966,6578,65,Non-Hybrid,287,7,Cold,133,28,62,171,12,27,346948,7370,8030,1000
Tamil Nadu,Kharif,14828,2691,7082,89,Non-Hybrid,236,5,Cold,93,25,59,122,16,27,372387,5199,12534,1103
Andhra Pradesh,Rabi,10364,2509,8291,61,Non-Hybrid,303,5,General,167,29,60,129,16,26,385776,5898,10097,1103
Madhya Pradesh,Kharif,22335,2017,7002,66,Hybrid,307,5,General,151,26,52,181,13,23,301804,7159,14912,1054
Gujarat,Kharif,10423,2537,7101,82,Hybrid,202,5,General,173,28,60,153,13,27,375551,9835,12009,1138
Andhra Pradesh,Kharif,22195,2129,7675,63,Non-Hybrid,309,7,General,114,26,65,130,12,24,301131,8408,9163,1040
Gujarat,Kharif,18683,2094,7652,70,Non-Hybrid,315,4,General,91,30,60,144,16,20,258759,6990,9795,1199
Tamil Nadu,Kharif,18652,1885,7925,73,Hybrid,217,7,Cold,108,30,59,185,12,27,328942,10044,9441,1031
Madhya Pradesh,Rabi,21473,2639,6987,77,Hybrid,200,4,Cold,151,30,74,104,14,23,393920,11143,9036,1117
Punjab,Rabi,10375,2631,7501,75,Hybrid,247,4,General,134,30,75,184,19,23,272775,5833,10957,1052
Rajasthan,Rabi,23934,2353,6673,63,Hybrid,259,4,General,138,25,66,145,20,30,321105,6222,14295,953
Karnataka,Kharif,15324,2784,6545,68,Hybrid,277,7,Cold,164,30,57,197,19,26,257656,11580,11873,945
West Bengal,Rabi,13356,2407,7480,81,Non-Hybrid,290,4,General,101,25,62,165,12,23,354503,7254,12619,974
Tamil Nadu,Kharif,18811,2462,6496,70,Hybrid,313,5,General,115,26,53,106,18,22,322963,5096,12553,1187
Uttar Pradesh,Kharif,24225,1833,8030,68,Non-Hybrid,205,4,General,138,29,58,135,14,28,386875,8773,14746,1191
Uttar Pradesh,Kharif,12855,1856,6331,89,Hybrid,214,5,General,164,25,50,159,18,28,261577,8287,11383,937
Rajasthan,Rabi,15402,2666,8281,90,Non-Hybrid,275,5,Cold,85,25,70,125,19,20,258541,5228,9196,1053
Maharashtra,Kharif,23313,2437,7733,93,Hybrid,206,7,General,148,28,71,133,14,21,390506,5681,9875,980
Madhya Pradesh,Rabi,10884,2035,6298,67,Non-Hybrid,216,6,General,119,28,66,102,15,30,298673,6046,12329,1089
Maharashtra,Rabi,10022,2183,6638,62,Non-Hybrid,268,7,Cold,161,27,60,104,20,29,290059,11007,9280,1137
Andhra Pradesh,Kharif,14499,2978,6623,87,Non-Hybrid,238,6,General,143,29,52,136,20,24,279365,6381,8717,1132
Tamil Nadu,Kharif,18901,1866,7769,88,Hybrid,276,4,General,134,30,69,113,14,24,360073,5715,10635,1170
Madhya Pradesh,Kharif,18490,2896,6912,74,Non-Hybrid,269,4,General,156,30,55,111,17,25,353220,8356,11702,902
Karnataka,Rabi,11089,2837,8262,82,Hybrid,240,4,General,169,25,70,136,14,27,354415,10395,13130,940
Punjab,Kharif,12087,1615,7100,67,Hybrid,316,5,Cold,120,24,55,177,13,24,294368,7755,13124,913
Gujarat,Rabi,24413,2294,6894,62,Non-Hybrid,255,7,Cold,106,30,66,197,17,26,392847,11022,9544,1027
Punjab,Kharif,21457,1892,8089,74,Non-Hybrid,294,7,Cold,98,30,54,129,16,23,310808,8191,9624,1107
Maharashtra,Rabi,20427,2174,8296,94,Hybrid,316,7,Cold,171,25,60,129,12,28,315308,6605,8946,1015
Maharashtra,Kharif,14485,1834,6705,88,Non-Hybrid,216,7,Cold,145,26,60,107,12,23,284122,10094,14601,1140
Tamil Nadu,Rabi,24892,1648,6854,70,Hybrid,300,4,Cold,90,29,68,162,12,26,369066,5822,11568,1036
Tamil Nadu,Rabi,22371,2326,7876,70,Non-Hybrid,203,6,Cold,95,29,55,107,16,21,300739,10958,13328,1158
Gujarat,Rabi,10909,1236,8295,93,Hybrid,202,4,Cold,168,28,62,139,20,24,380179,9889,13164,987
Punjab,Kharif,24931,1954,7926,66,Hybrid,223,4,Cold,84,26,70,131,18,22,261706,5916,12076,1093
