Region,Season,Production Volume (Tonnes),Cultivated Area (Hectares),Yield (kg/ha),Irrigation Coverage (%),Seed Type,Fertilizer Usage (kg/ha),Pesticide Usage (L/ha),Storage Availability,Rainfall (mm),Temperature (°C),Humidity (%),Labor Availability,Wholesale Price (₹/kg),Retail Price (₹/kg),Domestic Consumption (Tonnes),Export Volume (Tonnes),Processing Demand (Tonnes),Transportation Cost (₹/tonne)
Karnataka,Rabi,17569,2250,8070,70,Non-Hybrid,221,4,General,82,25,62,124,19,26,344507,9277,8092,911
Maharashtra,Kharif,11498,1514,6243,76,Non-Hybrid,290,6,General,165,30,50,140,17,27,368513,10166,13230,1165
Tamil Nadu,Kharif,20511,2833,6292,61,Non-Hybrid,260,6,Cold,172,28,63,155,15,24,312369,11014,13372,1196
Karnataka,Rabi,17924,2227,7565,67,Hybrid,236,7,General,104,27,52,197,19,20,261134,9839,14388,1021
Uttar Pradesh,Kharif,13517,1323,6188,85,Hybrid,268,7,Cold,174,24,59,118,18,23,302729,6833,13669,909
Madhya Pradesh,Kharif,15870,1242,6615,65,Hybrid,232,5,General,163,27,71,101,19,23,311785,10405,10181,931
Madhya Pradesh,Rabi,18706,1309,8255,90,Non-Hybrid,287,5,Cold,158,28,50,129,20,27,265065,11441,10771,905
Punjab,Rabi,13794,2826,6869,86,Hybrid,291,6,General,180,28,65,116,19,27,330863,6757,12555,1154
Madhya Pradesh,Kharif,10119,1299,8041,74,Non-Hybrid,208,7,General,127,25,61,178,14,26,290765,8566,13132,921
Gujarat,Kharif,11155,1488,8211,90,Non-Hybrid,262,7,General,158,26,71,176,13,20,293050,7577,13440,912
Karnataka,Kharif,17595,1838,7642,78,Hybrid,215,5,General,114,26,71,163,19,27,308208,8000,11761,1153
Maharashtra,Rabi,16090,2776,7279,73,Hybrid,232,7,General,153,27,67,144,14,28,356079,8230,14248,1180
Gujarat,Rabi,17482,2104,8071,82,Non-Hybrid,304,5,General,146,25,63,138,15,23,337750,10106,9776,1188
Gujarat,Kharif,22061,1823,6650,77,Hybrid,302,5,Cold,166,26,56,176,15,20,254393,11468,14346,1196
Madhya Pradesh,Rabi,23882,1481,6183,64,Hybrid,233,4,Cold,92,28,72,137,19,26,263340,7447,8940,1168
Andhra Pradesh,Rabi,12868,1703,7080,69,Hybrid,290,7,General,167,29,51,186,12,24,259291,9478,13635,1164
Madhya Pradesh,Rabi,11611,1360,7464,71,Hybrid,247,6,General,101,29,55,136,19,29,291560,5148,10387,1055
Karnataka,Kharif,23872,1869,6101,92,Non-Hybrid,255,5,Cold,146,25,74,163,16,30,375740,11321,14974,945
Maharashtra,Kharif,10279,2979,6568,68,Non-Hybrid,278,5,General,130,26,71,174,15,22,355021,11501,9520,1129
Andhra Pradesh,Rabi,10314,1489,6107,80,Non-Hybrid,295,5,Cold,113,28,59,141,19,28,286013,6361,14130,1171
Andhra Pradesh,Kharif,12052,1356,7266,94,Hybrid,225,4,Cold,162,30,72,147,20,28,359981,6908,13816,1141
Tamil Nadu,Kharif,22330,2786,8137,78,Non-Hybrid,304,5,General,121,28,71,161,19,30,354034,6289,11603,1112
Maharashtra,Rabi,14148,2501,7584,93,Hybrid,248,4,General,120,24,74,177,12,29,353199,5385,9967,982
Gujarat,Rabi,18671,1523,6788,64,Hybrid,235,6,General,105,26,61,184,15,28,291840,7124,14166,1149
Madhya Pradesh,Rabi,11773,1441,7290,74,Non-Hybrid,201,4,Cold,105,30,65,182,16,25,337215,9917,14585,1027
Punjab,Kharif,20600,1239,7919,63,Non-Hybrid,203,5,General,148,30,73,124,15,24,374145,10811,8015,1087
Gujarat,Kharif,17361,2666,6968,85,Non-Hybrid,252,7,General,145,30,50,118,18,23,271377,5492,12200,906
Uttar Pradesh,Kharif,12827,2346,7631,95,Non-Hybrid,298,4,Cold,179,29,60,120,15,21,263051,10278,9840,991
Gujarat,Rabi,16664,1788,6705,64,Hybrid,318,7,General,86,24,61,155,13,28,365643,9863,8213,1082
Madhya Pradesh,Rabi,18798,2466,6919,89,Non-Hybrid,201,7,General,97,29,62,182,13,27,256819,5613,9506,1066
West Bengal,Kharif,24296,2708,7663,89,Hybrid,208,4,Cold,161,29,66,100,20,26,378190,10342,9581,1007
West Bengal,Kharif,16903,2135,6015,70,Non-Hybrid,304,4,Cold,160,29,67,101,15,29,367089,6349,13080,952
Andhra Pradesh,Kharif,14714,2171,8177,74,Hybrid,283,7,Cold,147,30,52,102,15,20,393758,11708,14121,1066
Tamil Nadu,Kharif,16753,1441,6748,65,Non-Hybrid,213,5,General,121,29,55,114,14,30,379968,7797,9711,1000
Karnataka,Kharif,21799,1341,7608,92,Hybrid,232,4,General,178,29,66,122,18,28,287703,11957,10201,1092
Punjab,Rabi,24439,2990,7978,94,Hybrid,263,7,General,114,27,51,108,16,25,284060,5120,13164,1164
Maharashtra,Rabi,17774,2289,8294,69,Hybrid,265,7,Cold,107,25,60,167,20,27,393819,9762,10272,925
Punjab,Rabi,15769,2275,7777,87,Non-Hybrid,216,6,Cold,95,30,69,144,19,22,333042,6008,9343,1116
Tamil Nadu,Rabi,12815,2439,7886,84,Hybrid,201,4,General,92,24,65,122,17,21,355468,5363,12295,1167
Karnataka,Rabi,23595,1265,6858,83,Non-Hybrid,256,4,Cold,84,25,75,141,19,30,332359,5166,10703,1033
Tamil Nadu,Rabi,12131,2816,7648,71,Non-Hybrid,218,6,Cold,105,24,56,144,17,26,273872,11030,12530,1141
Gujarat,Kharif,22717,2395,8015,86,Non-Hybrid,302,5,Cold,148,26,70,154,16,24,397578,7006,13669,1111
Andhra Pradesh,Kharif,15491,2039,7433,70,Hybrid,240,4,Cold,176,29,66,137,12,21,282792,9753,8820,964
Uttar Pradesh,Rabi,11237,1204,8140,90,Non-Hybrid,212,7,General,90,27,61,163,17,23,323457,9326,9063,1112
Uttar Pradesh,Kharif,10958,2993,7654,68,Non-Hybrid,304,4,Cold,108,24,67,175,12,20,313269,8577,10362,1047
Karnataka,Rabi,20882,1469,8062,93,Non-Hybrid,222,7,Cold,176,28,69,163,17,29,267910,6538,9365,1067
Maharashtra,Kharif,13962,2123,6865,91,Non-Hybrid,236,5,Cold,99,24,65,185,17,23,342742,7580,12085,969
Madhya Pradesh,Kharif,24887,2039,7403,83,Hybrid,245,5,Cold,145,28,60,183,14,30,336398,5246,10893,1109
Maharashtra,Kharif,20019,2832,7695,93,Hybrid,254,4,General,154,30,66,136,16,22,379568,5680,14925,946
Madhya Pradesh,Kharif,20701,1548,7138,94,Non-Hybrid,207,5,General,169,25,71,178,14,21,372476,7793,9351,1039
Madhya Pradesh,Rabi,21281,2514,6725,92,Non-Hybrid,240,4,Cold,172,24,53,172,12,30,274302,8993,14239,1049
Punjab,Kharif,17862,1619,8187,68,Non-Hybrid,202,7,Cold,111,26,60,189,13,24,298027,7693,8091,1077
Tamil Nadu,Rabi,21001,2515,6424,66,Non-Hybrid,288,6,Cold,86,27,75,122,17,28,287149,11867,11764,969
Karnataka,Rabi,12264,1675,6631,78,Hybrid,308,5,General,155,25,68,199,20,22,299781,10373,13495,1089
Gujarat,Rabi,23791,1790,7113,68,Hybrid,204,7,General,155,24,60,131,12,24,264748,10296,14235,1038
Gujarat,Kharif,17593,2565,8223,78,Non-Hybrid,208,6,General,123,29,58,198,15,25,271139,8868,11875,1030
West Bengal,Rabi,13243,1204,7946,75,Non-Hybrid,218,4,Cold,92,29,62,133,14,27,375780,8295,11372,935
Rajasthan,Rabi,21538,2088,6232,73,Non-Hybrid,233,7,General,100,25,69,125,19,20,254857,10020,13967,1085
Maharashtra,Rabi,20476,2390,6752,90,Hybrid,224,6,General,137,26,68,110,14,28,260520,7596,11072,1191
Punjab,Rabi,14749,2155,6518,62,Non-Hybrid,263,7,General,148,26,56,169,18,24,361255,10159,8455,1120
Andhra Pradesh,Rabi,24250,2807,6763,86,Non-Hybrid,319,4,General,158,27,72,115,17,22,327995,9262,9676,1100
West Bengal,Rabi,13309,2160,7960,94,Non-Hybrid,241,6,Cold,173,29,59,131,19,22,361537,10227,10121,1167
Uttar Pradesh,Kharif,10384,2170,7788,91,Hybrid,274,5,General,157,24,50,120,19,21,319208,7126,14925,1108
Madhya Pradesh,Kharif,20274,2850,6684,91,Hybrid,279,6,General,97,29,52,195,18,22,252955,7415,12247,952
Punjab,Kharif,21462,1234,7060,92,Non-Hybrid,230,7,General,126,29,51,133,19,21,272051,5838,13897,945
Uttar Pradesh,Rabi,18603,2214,6631,86,Non-Hybrid,281,5,General,134,25,52,153,20,21,328992,7993,10139,954
Maharashtra,Kharif,19597,2975,6843,62,Non-Hybrid,314,4,General,80,28,68,107,14,26,357975,10700,8507,1147
West Bengal,Rabi,24436,2284,7113,75,Hybrid,318,6,General,83,27,66,180,15,26,312527,9850,13609,1115
Uttar Pradesh,Rabi,12185,1316,6661,62,Hybrid,266,5,General,87,24,75,177,12,25,265595,11703,10021,1064
Uttar Pradesh,Rabi,24896,2004,7151,65,Hybrid,241,6,Cold,141,25,69,180,14,21,342117,6328,9574,1051
Andhra Pradesh,Kharif,17214,2494,6983,82,Non-Hybrid,303,4,General,132,27,73,123,18,28,277646,6895,8636,1040
Maharashtra,Kharif,20672,2921,7453,82,Non-Hybrid,279,4,Cold,180,24,57,136,13,30,382229,8902,14859,1009
Uttar Pradesh,Kharif,18196,2538,6023,68,Hybrid,215,7,General,160,30,50,121,13,24,254685,10595,11022,1148
Andhra Pradesh,Rabi,12691,1955,7723,92,Hybrid,262,5,General,151,30,57,193,14,30,361859,7591,14343,1138
Punjab,Kharif,10817,1388,7203,64,Hybrid,216,7,Cold,142,24,52,145,18,24,352233,5563,10023,1131
Tamil Nadu,Rabi,14098,1216,6301,65,Hybrid,273,7,General,172,30,66,139,19,21,356174,5126,13598,1137
Punjab,Rabi,14279,2149,7746,91,Hybrid,262,4,Cold,167,26,57,199,17,29,379117,9974,12980,1037
Karnataka,Kharif,22047,2117,6410,63,Hybrid,218,4,Cold,107,30,58,174,19,25,390926,5444,8558,1142
Uttar Pradesh,Kharif,11181,2965,7246,76,Hybrid,318,6,General,90,28,65,146,13,23,327868,6255,14982,1200
West Bengal,Rabi,14931,2582,6133,61,Non-Hybrid,228,6,Cold,115,27,74,142,13,23,375650,9289,11808,1006
Tamil Nadu,Kharif,10878,1409,6018,77,Hybrid,228,6,Cold,138,26,50,116,19,21,358675,9710,12310,908
Tamil Nadu,Rabi,16721,1645,7000,61,Hybrid,215,5,Cold,116,24,51,110,15,29,286714,5814,9105,987
Gujarat,Kharif,23651,1602,6783,71,Non-Hybrid,303,4,General,141,29,55,187,19,22,323801,8316,11686,1122
Maharashtra,Kharif,24934,2132,7388,93,Non-Hybrid,311,4,Cold,138,28,74,118,15,30,361370,11977,10783,1028
Tamil Nadu,Kharif,22030,2621,7220,89,Non-Hybrid,276,7,General,171,29,53,127,14,28,342185,6793,12486,994
Rajasthan,Rabi,23619,2042,8232,93,Hybrid,309,6,Cold,153,30,53,104,17,29,327961,8839,14813,1031
Andhra Pradesh,Rabi,21683,2865,7024,80,Non-Hybrid,204,5,Cold,165,28,65,160,19,30,278344,5481,8511,1005
Rajasthan,Kharif,10093,2447,8080,60,Hybrid,210,4,General,108,26,71,147,16,24,372584,8086,13593,901
West Bengal,Rabi,23296,2533,8118,89,Hybrid,201,7,General,97,30,68,181,14,21,317761,8841,12254,1053
West Bengal,Rabi,24088,2889,6179,92,Hybrid,274,7,Cold,177,30,64,144,13,26,261618,6162,11966,1015
Gujarat,Kharif,24453,2724,8238,92,Non-Hybrid,249,4,General,135,29,57,120,20,27,314817,6229,13917,1124
Tamil Nadu,Kharif,15743,2748,7643,86,Hybrid,305,4,General,89,28,58,168,19,20,367995,8595,12176,1087
Gujarat,Kharif,13849,1919,7582,60,Non-Hybrid,242,4,Cold,158,28,57,142,19,23,326567,8851,9015,970
Maharashtra,Rabi,20767,1605,7075,62,Non-Hybrid,267,7,Cold,179,26,75,113,20,22,289856,10604,10957,1161
Tamil Nadu,Rabi,11050,2448,6230,91,Hybrid,252,4,General,115,26,63,185,16,22,321711,11500,8123,946
Uttar Pradesh,Kharif,13319,1552,8332,62,Hybrid,278,4,General,151,24,65,111,19,21,357282,6081,10873,1072
Rajasthan,Rabi,23999,1582,6777,66,Non-Hybrid,213,7,Cold,108,25,55,114,16,20,276342,11328,8257,1035
Andhra Pradesh,Rabi,12262,2223,7645,91,Non-Hybrid,283,4,General,99,25,62,100,20,26,358482,10158,11428,1113
Uttar Pradesh,Kharif,11407,1550,6984,70,Non-Hybrid,263,4,Cold,139,26,61,187,15,30,287743,5222,11486,1013
Rajasthan,Kharif,21690,2859,7470,82,Non-Hybrid,247,7,General,87,29,75,128,13,20,342170,7983,12377,987
Punjab,Kharif,11643,1457,8243,80,Hybrid,312,5,Cold,110,26,67,107,13,30,257041,7881,14576,940
Uttar Pradesh,Rabi,21646,2200,7984,87,Hybrid,257,5,Cold,153,25,65,140,14,30,258882,10514,14747,982
Madhya Pradesh,Kharif,21243,2168,7813,66,Non-Hybrid,288,4,General,84,30,72,162,19,22,319397,7106,10361,1035
Andhra Pradesh,Kharif,20006,2595,6977,87,Non-Hybrid,287,7,General,140,26,64,136,15,30,399592,9665,11820,1129
Uttar Pradesh,Kharif,21376,2683,7039,77,Non-Hybrid,255,6,Cold,126,30,63,106,18,28,392444,7290,13625,1104
Punjab,Kharif,16252,2108,6158,77,Hybrid,247,7,General,155,30,50,130,13,25,328569,5198,11933,993
Tamil Nadu,Rabi,19122,2707,6695,65,Hybrid,294,5,Cold,110,26,57,166,15,21,385673,7210,9444,904
Tamil Nadu,Rabi,21387,1758,7921,60,Hybrid,294,7,General,161,25,74,167,14,22,355238,10642,14718,933
Uttar Pradesh,Kharif,19299,2506,6634,91,Non-Hybrid,263,4,Cold,165,24,72,177,16,24,399907,7791,13094,1004
Uttar Pradesh,Rabi,23777,2331,7695,61,Non-Hybrid,229,7,Cold,159,29,69,198,15,27,313605,9547,8738,950
Gujarat,Kharif,16028,2359,6177,60,Hybrid,284,4,General,92,25,50,158,19,30,385645,8761,10088,1050
Punjab,Rabi,12433,2891,7632,66,Non-Hybrid,200,7,General,93,27,70,173,17,24,279314,10920,10996,959
Rajasthan,Kharif,21842,2746,6001,72,Non-Hybrid,217,4,General,136,27,59,107,17,25,320522,11460,10879,985
Gujarat,Kharif,18189,2600,7376,86,Non-Hybrid,246,5,Cold,117,27,63,157,15,24,310144,8991,8886,997
Tamil Nadu,Rabi,24731,2831,8295,60,Hybrid,263,7,Cold,91,26,69,179,19,21,274709,8434,11159,1193
Maharashtra,Kharif,17449,2357,7493,94,Non-Hybrid,268,6,Cold,122,27,53,111,19,26,259240,5963,10125,969
Tamil Nadu,Kharif,18029,2951,8041,78,Hybrid,301,5,General,164,25,57,187,12,26,315615,5356,11727,1045
West Bengal,Kharif,12763,2039,6742,89,Non-Hybrid,204,6,Cold,157,25,74,150,19,23,390350,9123,11246,1165
Karnataka,Rabi,23306,2922,6922,63,Non-Hybrid,235,4,General,118,27,52,190,14,21,283461,11120,14713,1178
Andhra Pradesh,Kharif,21765,2446,7887,95,Hybrid,266,5,General,177,29,55,146,20,25,391513,6973,13627,1144
Rajasthan,Kharif,22332,1692,6041,65,Hybrid,207,7,General,98,27,67,147,13,24,389348,8594,10890,938
Rajasthan,Kharif,14710,2835,7995,80,Hybrid,273,5,Cold,155,30,52,187,19,22,277044,6022,9620,1132
Andhra Pradesh,Rabi,13653,2583,7573,68,Non-Hybrid,267,6,Cold,125,25,68,182,14,20,282556,7567,12823,1077
Gujarat,Kharif,18535,2554,6777,61,Non-Hybrid,227,6,Cold,161,29,63,118,20,24,346134,5143,9573,1038
West Bengal,Rabi,10713,2681,7187,86,Non-Hybrid,255,5,General,137,29,61,158,20,28,286748,7493,11313,924
Gujarat,Rabi,14270,1948,6358,86,Non-Hybrid,232,4,Cold,87,25,63,162,14,23,318571,8428,13158,1093
Gujarat,Kharif,17034,2538,7305,79,Hybrid,281,7,General,98,29,59,121,16,29,276792,7689,11829,1142
Karnataka,Kharif,20804,2135,6214,89,Hybrid,265,5,General,159,27,71,100,20,22,335106,10674,10928,1132
Madhya Pradesh,Kharif,20827,1513,7864,83,Non-Hybrid,229,4,General,91,30,71,119,20,28,264951,10290,12760,993
West Bengal,Rabi,12943,2928,6862,81,Non-Hybrid,204,4,General,83,26,74,194,20,20,374680,8779,13343,1003
Punjab,Rabi,12759,2083,8031,90,Non-Hybrid,309,6,General,93,25,67,122,13,24,304527,10288,8079,929
Karnataka,Kharif,17901,1325,7035,77,Non-Hybrid,308,7,Cold,90,26,69,142,13,29,250488,11035,9563,1056
Punjab,Kharif,13250,2281,8244,76,Hybrid,292,5,Cold,91,28,60,162,17,28,387741,5848,11239,1172
Karnataka,Rabi,19032,2281,6823,90,Non-Hybrid,241,7,General,143,24,51,183,19,25,271559,7608,11313,1190
Tamil Nadu,Kharif,17975,2904,6174,88,Hybrid,309,7,General,164,28,70,130,16,25,333239,10180,10137,1100
Gujarat,Kharif,10783,1222,6774,81,Hybrid,297,5,Cold,81,24,55,174,13,25,359147,11180,10980,1058
West Bengal,Rabi,16926,1529,7957,63,Non-Hybrid,301,7,General,113,25,70,189,13,25,283551,7546,8301,1064
Karnataka,Rabi,15590,2895,7040,76,Non-Hybrid,277,5,Cold,114,26,54,197,19,23,365644,7823,9933,1052
West Bengal,Kharif,13180,1709,7186,65,Hybrid,225,5,Cold,130,28,52,154,12,20,399201,5875,9305,932
Rajasthan,Kharif,12617,1808,7819,94,Hybrid,251,4,Cold,107,27,53,165,19,28,368460,8207,9470,1001
Uttar Pradesh,Rabi,17051,2674,6452,81,Non-Hybrid,200,6,General,161,26,67,184,16,20,293691,8152,12534,1051
Rajasthan,Kharif,18026,2669,6021,61,Non-Hybrid,206,4,Cold,179,27,74,168,15,22,399119,11539,8516,1152
Karnataka,Kharif,16503,2956,8065,94,Hybrid,305,6,Cold,109,25,69,181,14,28,331381,9985,13665,1123
Andhra Pradesh,Kharif,12740,1720,6947,72,Non-Hybrid,234,7,Cold,174,25,58,107,13,21,289325,9905,8973,911
Andhra Pradesh,Rabi,16575,2189,7326,67,Non-Hybrid,248,7,Cold,157,26,73,101,12,20,379527,11596,12984,1022
Maharashtra,Kharif,11651,2683,6703,68,Non-Hybrid,285,5,General,150,28,72,154,15,21,254378,11254,12968,991
Tamil Nadu,Rabi,17408,1479,7399,65,Non-Hybrid,257,7,Cold,120,24,61,131,20,30,326763,5462,13398,982
Andhra Pradesh,Rabi,19677,1673,7323,93,Non-Hybrid,216,5,Cold,138,29,63,149,15,26,278702,6619,13688,1034
West Bengal,Rabi,16887,2783,6802,60,Hybrid,243,5,Cold,169,30,64,105,14,24,392066,5792,10287,957
West Bengal,Kharif,11201,2258,7994,75,Non-Hybrid,205,4,Cold,154,30,68,124,20,24,361905,10782,8982,996
Madhya Pradesh,Kharif,24593,2065,7630,60,Hybrid,319,7,Cold,175,26,54,144,14,28,253748,11534,12442,1062
Karnataka,Rabi,24305,1807,6693,68,Hybrid,290,6,General,166,26,60,101,12,24,341960,8886,10002,1045
Gujarat,Kharif,12380,1617,8055,67,Non-Hybrid,320,7,General,88,25,64,125,18,21,288823,7624,13307,1064
Tamil Nadu,Rabi,16442,2504,8277,63,Non-Hybrid,201,6,General,137,26,51,138,20,28,352797,10082,10537,1058
Punjab,Kharif,17130,2736,7828,73,Non-Hybrid,298,5,Cold,178,26,56,150,15,27,279100,10955,11273,958
Uttar Pradesh,Kharif,16560,1807,6071,89,Non-Hybrid,307,4,General,84,24,60,117,14,27,385965,5580,14562,1052
Punjab,Kharif,22687,1364,6691,82,Non-Hybrid,208,6,General,97,24,72,171,16,27,291093,7270,8300,1120
Madhya Pradesh,Rabi,24164,1522,8248,95,Non-Hybrid,254,5,Cold,98,27,74,170,15,21,275108,8787,9576,936
Maharashtra,Kharif,14792,1839,6479,64,Hybrid,243,6,General,144,26,65,165,20,21,363009,6694,13571,991
Gujarat,Rabi,21271,1927,8094,71,Hybrid,268,4,Cold,148,28,57,155,15,22,250642,5686,13409,1118
Karnataka,Kharif,19555,2036,7745,63,Hybrid,267,4,Cold,112,29,70,150,15,26,389458,11846,13705,928
Punjab,Kharif,12814,2890,6484,62,Non-Hybrid,244,4,Cold,153,28,72,113,15,24,286647,6913,14841,1197
West Bengal,Kharif,20843,2304,6327,63,Non-Hybrid,285,4,General,180,29,67,142,20,20,373605,7671,9799,1008
Madhya Pradesh,Rabi,15073,2288,6289,79,Hybrid,267,4,Cold,156,25,73,110,12,24,314945,8680,11105,1083
Maharashtra,Rabi,24804,2151,6012,72,Non-Hybrid,228,5,Cold,175,28,59,182,17,22,395370,9077,9815,1173
Karnataka,Kharif,11975,1965,7436,84,Hybrid,289,6,Cold,179,29,51,125,12,26,379298,10173,8388,900
Rajasthan,Kharif,18133,2533,7455,82,Non-Hybrid,200,5,Cold,108,29,72,169,14,23,315219,11491,10872,1067
West Bengal,Kharif,18124,2174,7180,61,Hybrid,316,5,Cold,83,24,69,133,12,26,287216,7584,14362,1092
Maharashtra,Kharif,23031,1667,6794,74,Non-Hybrid,302,4,General,81,30,52,150,19,28,260286,5688,14841,1122
Andhra Pradesh,Kharif,10854,2460,8231,91,Non-Hybrid,227,6,Cold,136,30,50,188,16,29,351515,8469,13700,958
Gujarat,Kharif,12800,1859,6380,77,Non-Hybrid,290,6,Cold,115,29,61,141,16,29,344475,6728,14154,1186
West Bengal,Kharif,12260,2360,6081,64,Non-Hybrid,279,4,General,112,25,51,141,19,30,363782,9581,11188,1094
Maharashtra,Kharif,17528,1715,6545,60,Hybrid,287,5,General,95,24,71,170,14,26,253094,8483,10152,1086
Maharashtra,Rabi,11232,1444,6994,93,Hybrid,218,4,General,167,25,53,100,14,20,297981,8328,14109,915
Tamil Nadu,Rabi,10622,1855,7374,60,Non-Hybrid,303,6,General,85,29,52,181,19,25,373096,9739,13721,1034
Tamil Nadu,Rabi,11028,1798,7408,82,Hybrid,226,5,Cold,113,26,69,105,19,30,319073,10906,10258,901
West Bengal,Kharif,22231,2216,7348,66,Non-Hybrid,201,6,General,106,30,75,147,19,30,365316,6611,10491,1153
Rajasthan,Rabi,15185,1355,7379,68,Hybrid,274,6,General,100,26,68,105,18,29,343026,6391,13876,1172
Maharashtra,Rabi,17395,2673,8000,89,Non-Hybrid,215,5,Cold,114,28,72,159,13,20,303395,7169,10899,1160
Rajasthan,Kharif,13600,1552,6976,77,Non-Hybrid,231,6,Cold,129,27,53,179,15,23,296528,9541,11643,1099
Rajasthan,Kharif,24682,1729,8293,92,Hybrid,300,7,Cold,166,24,72,158,17,29,350598,5964,8492,1005
West Bengal,Rabi,12557,2491,6232,65,Hybrid,229,4,Cold,155,28,65,131,19,24,368734,11329,9739,994
Tamil Nadu,Rabi,13296,1413,6352,67,Hybrid,283,4,General,118,30,62,167,15,23,306290,10689,12426,978
Andhra Pradesh,Kharif,24728,1851,6395,91,Non-Hybrid,303,5,General,123,25,56,153,15,28,262473,10400,8820,1063
West Bengal,Kharif,13576,2374,7463,78,Hybrid,250,5,Cold,82,27,63,193,13,27,254338,11517,11042,977
Rajasthan,Rabi,22563,1305,8021,87,Non-Hybrid,253,5,General,138,29,58,178,19,30,269817,11228,8971,955
Punjab,Kharif,19150,1702,7528,84,Non-Hybrid,285,7,General,111,26,55,136,12,28,339303,6853,13413,913
Rajasthan,Kharif,13860,2637,6122,78,Non-Hybrid,312,7,General,180,29,74,170,19,20,393587,10145,10679,1181
Maharashtra,Rabi,22139,1430,8056,69,Hybrid,231,6,Cold,151,28,57,177,13,22,355817,11175,13157,968
Madhya Pradesh,Kharif,17236,2491,7030,62,Hybrid,275,5,General,96,30,58,115,18,24,255846,10518,14192,1068
Karnataka,Rabi,23066,2335,7867,66,Hybrid,247,6,General,88,30,53,164,20,25,360754,10262,14692,1064
Uttar Pradesh,Kharif,10715,1708,6386,71,Hybrid,312,4,Cold,109,25,63,111,13,20,355039,11007,13585,953
Gujarat,Rabi,24449,1362,6498,64,Non-Hybrid,260,5,Cold,114,29,71,100,16,30,272614,8063,10374,1060
Uttar Pradesh,Rabi,14143,2895,7250,74,Non-Hybrid,252,7,General,104,28,73,154,17,20,378132,8401,10159,1178
Andhra Pradesh,Kharif,14907,1968,6212,90,Hybrid,274,6,General,106,30,69,117,12,23,337994,5710,10300,907
Tamil Nadu,Rabi,20787,1579,6305,86,Hybrid,245,4,Cold,145,25,56,129,20,20,274196,11323,11483,964
Andhra Pradesh,Kharif,18457,2627,6837,85,Hybrid,283,5,General,110,28,60,151,16,23,367949,11702,10218,1154
Madhya Pradesh,Kharif,11074,1409,7100,86,Non-Hybrid,312,5,General,150,25,71,154,15,29,295406,9185,14858,986
Madhya Pradesh,Kharif,15667,2619,6509,77,Hybrid,206,5,General,99,30,51,184,15,25,312197,6754,14433,1100
Uttar Pradesh,Rabi,17383,2803,7678,64,Non-Hybrid,257,6,General,125,30,74,123,16,21,371321,10425,9867,947
Rajasthan,Rabi,14225,1230,8290,89,Non-Hybrid,286,7,Cold,168,26,56,185,19,27,346068,6363,13072,990
Maharashtra,Kharif,15773,2727,8256,89,Hybrid,220,4,General,88,26,62,191,17,22,327496,7532,14085,1025
Rajasthan,Kharif,10009,2257,6734,89,Non-Hybrid,266,7,Cold,166,26,57,175,20,28,291487,6227,14538,1124
Andhra Pradesh,Rabi,18800,2779,7186,71,Non-Hybrid,312,7,General,120,26,57,200,14,25,307057,11203,10970,935
West Bengal,Rabi,15971,1490,6785,66,Hybrid,274,7,Cold,177,30,63,148,16,26,381571,5157,10754,1130
Madhya Pradesh,Kharif,21443,1443,7841,65,Non-Hybrid,313,7,Cold,178,30,67,107,17,28,326932,9917,14401,1091
Rajasthan,Rabi,15722,2890,6826,88,Hybrid,256,6,Cold,100,30,72,145,20,26,297620,7935,14418,1042
Karnataka,Kharif,14915,1287,7533,81,Hybrid,214,5,Cold,126,30,73,173,17,21,286544,9062,13031,938
West Bengal,Kharif,15573,2335,7692,65,Non-Hybrid,201,4,Cold,145,29,63,131,18,23,372990,11984,13310,1176
Karnataka,Kharif,16962,1366,7576,63,Non-Hybrid,311,4,General,86,26,65,134,12,22,308826,9252,14367,1040
Tamil Nadu,Rabi,23033,1845,7672,71,Non-Hybrid,302,7,General,100,26,66,175,20,21,273276,9182,12578,1010
Uttar Pradesh,Rabi,21735,1941,6580,63,Hybrid,215,4,Cold,134,29,68,106,17,23,300367,6937,8278,1033
Gujarat,Rabi,14290,2037,7062,91,Non-Hybrid,294,5,General,101,28,51,150,15,30,353223,10316,11745,1068
Madhya Pradesh,Rabi,10923,2522,7898,65,Hybrid,286,4,General,165,27,70,115,17,23,255842,5241,11166,986
Karnataka,Kharif,14569,2101,7158,71,Non-Hybrid,231,7,General,177,28,57,187,19,24,385286,5963,13866,1009
Uttar Pradesh,Rabi,23751,1707,6871,90,Non-Hybrid,265,4,Cold,171,29,58,173,19,25,316058,6162,12937,1200
Tamil Nadu,Kharif,17348,2362,6228,60,Non-Hybrid,213,7,General,145,26,50,152,20,30,262747,10157,8207,1138
Madhya Pradesh,Rabi,12781,2871,8201,79,Non-Hybrid,272,4,General,149,30,52,200,20,24,384966,11459,8811,1071
Maharashtra,Kharif,16853,2000,7303,63,Non-Hybrid,222,7,Cold,169,24,58,169,13,26,258493,5064,10329,933
Punjab,Kharif,13022,2322,7518,94,Hybrid,226,6,Cold,92,27,75,178,14,28,306760,6558,14169,1195
Karnataka,Kharif,14858,2682,6499,61,Hybrid,231,7,Cold,139,27,75,131,18,30,301321,6690,14863,1140
Karnataka,Rabi,15997,2763,7719,80,Hybrid,233,7,Cold,158,29,58,190,17,23,322620,5690,13933,1088
